City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
587,Thayetmyo,MM,75.02,overcast clouds,19.3167,95.1833,Htarwaya Thitsar Guest House
589,Sumbe,AO,69.21,clear sky,-11.2061,13.8437,Hotel Ritz Sumbe
591,High Rock,BS,84.22,few clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
598,Padang,ID,73.45,overcast clouds,-0.9492,100.3543,Mercure Padang
600,Cameta,BR,80.87,overcast clouds,-2.2444,-49.4958,Hotel San Juan
601,Kolda,SN,73.71,light rain,12.8833,-14.95,Hôtel Hobbe Chasse
602,Nautla,MX,80.19,clear sky,20.2167,-96.7833,Casa Blanca
608,Cabedelo,BR,74.07,few clouds,-6.9811,-34.8339,Pousada Camboinha
609,Socastee,US,81.07,clear sky,33.6835,-78.9984,Super 8 by Wyndham Myrtle Beach/Market Common Area
610,Conceicao Da Barra,BR,71.4,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
613,Waingapu,ID,83.62,clear sky,-9.6567,120.2641,Pondok Wisata Elim
614,Liuli,TZ,73.78,clear sky,-11.0833,34.6333,"Puulu Beach,Puulu Village"
616,Westport,US,69.57,overcast clouds,41.1415,-73.3579,The Westport Inn
617,Great Falls,US,85.66,haze,47.5002,-111.3008,La Quinta Inn & Suites by Wyndham Great Falls
619,Axim,GH,73.65,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
620,Nemuro,JP,65.61,broken clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
622,Thai Binh,VN,81.14,broken clouds,20.45,106.3333,Sweden Hotel
623,Innisfail,AU,77.02,broken clouds,-17.5333,146.0333,Moondarra Motel
624,Pedernales,DO,83.19,broken clouds,18.0384,-71.744,Hotel Costa Marina
625,Upata,VE,78.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
626,Caborca,MX,88.23,clear sky,30.5838,-111.101,Hotel Los Lagos
627,Tres Lagoas,BR,80.96,clear sky,-20.7511,-51.6783,Druds Express Hotel
631,Bambanglipuro,ID,80.11,broken clouds,-7.95,110.2833,Puri Brata
634,Kendari,ID,82.33,overcast clouds,-3.945,122.4989,Hotel Wixel
635,Daru,PG,80.53,overcast clouds,-9.0763,143.2092,Daru Lodge
637,Aras,ES,77.43,clear sky,42.5617,-2.356,Jardines de Viana Spa
639,Abu Kamal,SY,84.78,clear sky,34.4506,40.9171,البوكمال
641,Soyo,AO,71.91,few clouds,-6.1349,12.3689,Hospedaria ndozi'ame
644,Mazabuka,ZM,65.79,clear sky,-15.856,27.748,kachali king traders
645,Celestun,MX,81.52,overcast clouds,20.8667,-90.4,Posada Lilia
647,Ucluelet,CA,65.08,scattered clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
650,Ajdabiya,LY,76.96,clear sky,30.7554,20.2263,منزلة الحاج سالم خليفة العيساويه الزواوي
651,Tete,MZ,73.8,clear sky,-16.1564,33.5867,Zambeze Paraíso Misterioso
652,Mabaruma,GY,74.98,few clouds,8.2,-59.7833,Monty Brooms Guest House
655,San Cristobal,VE,77.18,few clouds,7.7669,-72.225,Pirineos
656,Huanren,CN,73.27,clear sky,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
657,Seara,PT,68.95,overcast clouds,41.1818,-7.8003,Six Senses Douro Valley
658,Matara,LK,76.19,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
660,Manbij,SY,73.27,clear sky,36.5281,37.9549,Manbej City Hotel
661,Namuac,PH,84.47,scattered clouds,18.6109,121.1657,Mlin Hotel
