City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Sarangani,PH,2022-09-10 03:29:25,5.4033,125.4636,83.03,71,78,5.14
295,Baykit,RU,2022-09-10 03:29:26,61.67,96.37,40.96,97,100,1.48
296,San Rafael,AR,2022-09-10 03:27:29,-34.6177,-68.3301,49.35,27,0,8.3
297,Marsa Matruh,EG,2022-09-10 03:29:26,31.3525,27.2453,75.74,64,0,9.37
298,Arlit,NE,2022-09-10 03:29:27,18.7369,7.3853,93.78,16,100,7.43
299,Mecca,SA,2022-09-10 03:26:07,21.4267,39.8261,86.31,35,14,4.52
300,Mata,PT,2022-09-10 03:29:27,40.683,-7.4592,62.76,77,5,0.69
301,Eydhafushi,MV,2022-09-10 03:29:28,5.1033,73.0708,80.78,83,80,14.52
302,San Juan,AR,2022-09-10 03:29:28,-31.5375,-68.5364,50.79,26,0,1.68
303,Torbat-E Jam,IR,2022-09-10 03:29:28,35.244,60.6225,74.97,27,0,14.81
304,Cap Malheureux,MU,2022-09-10 03:29:29,-19.9842,57.6142,70.47,72,84,5.99
305,Skibbereen,IE,2022-09-10 03:29:29,51.55,-9.2667,54.07,89,73,3.42
306,Shahreza,IR,2022-09-10 03:29:30,32.0339,51.8794,72.12,21,1,3.29
307,Ban Dung,TH,2022-09-10 03:29:30,17.699,103.2596,85.1,99,100,7.99
308,Marawi,PH,2022-09-10 03:29:30,7.9986,124.2928,83.43,53,100,2.37
309,Yumen,CN,2022-09-10 03:29:31,40.2833,97.2,81.77,9,0,5.66
310,Aberdeen,GB,2022-09-10 03:29:31,57.1437,-2.0981,54.09,96,100,10.36
311,Saint-Paul,RE,2022-09-10 03:29:32,-21.0096,55.2707,71.37,68,36,3.15
312,Olafsvik,IS,2022-09-10 03:29:32,64.8945,-23.7142,53.17,87,98,10.6
313,Adrar,MR,2022-09-10 03:29:32,20.5022,-10.0711,92.84,19,43,15.41
314,Mazagao,BR,2022-09-10 03:29:33,-0.115,-51.2894,84.25,90,54,4.05
315,Tombouctou,ML,2022-09-10 03:29:33,20.0,-3.0,92.41,33,52,12.57
316,Ust-Nera,RU,2022-09-10 03:29:34,64.5667,143.2,46.09,71,99,7.83
317,Husavik,IS,2022-09-10 03:29:34,66.0449,-17.3389,53.49,77,98,7.78
318,Oron,NG,2022-09-10 03:29:34,4.8256,8.2343,73.51,95,100,3.0
319,Winnemucca,US,2022-09-10 03:29:35,40.973,-117.7357,68.05,10,0,5.75
320,Ust-Kuyga,RU,2022-09-10 03:29:35,70.0167,135.6,45.59,79,100,8.21
321,Arica,CL,2022-09-10 03:28:02,-18.475,-70.3042,59.23,72,100,8.05
322,Sorland,NO,2022-09-10 03:30:36,67.667,12.6934,51.66,83,100,9.89
323,Porto Walter,BR,2022-09-10 03:30:36,-8.2686,-72.7439,75.7,74,30,4.07
324,Marzuq,YE,2022-09-10 03:30:37,14.4,46.4667,79.88,41,82,0.72
325,Damaturu,NG,2022-09-10 03:30:37,11.747,11.9608,71.55,89,100,7.2
326,Vila Franca Do Campo,PT,2022-09-10 03:30:38,37.7167,-25.4333,73.2,87,54,14.34
327,Raga,SS,2022-09-10 03:30:38,8.4596,25.678,67.33,98,91,3.65
328,Druzhba,UA,2022-09-10 03:30:39,52.0428,33.9453,39.76,66,86,9.42
329,Ust-Maya,RU,2022-09-10 03:30:39,60.4167,134.5333,51.89,58,91,8.1
330,El Monte,US,2022-09-10 03:29:00,34.0686,-118.0276,82.94,72,100,7.0
331,Edd,ER,2022-09-10 03:30:40,13.9297,41.6925,89.24,73,100,5.66
332,Zhezkazgan,KZ,2022-09-10 03:30:40,47.8043,67.7144,57.18,24,0,4.47
333,Old Saybrook,US,2022-09-10 03:30:41,41.2918,-72.3762,66.38,92,0,4.61
334,Camacha,PT,2022-09-10 03:30:41,33.0833,-16.3333,69.22,94,20,4.61
335,Alice Springs,AU,2022-09-10 03:27:51,-23.7,133.8833,65.75,39,100,12.66
336,Broome,US,2022-09-10 03:30:42,42.2506,-75.833,65.68,83,0,3.13
337,Camana,PE,2022-09-10 03:30:42,-16.6228,-72.7111,59.38,84,50,9.06
338,Norman Wells,CA,2022-09-10 03:30:42,65.282,-126.8329,55.44,67,75,5.75
339,Pauini,BR,2022-09-10 03:30:43,-7.7136,-66.9764,77.36,73,90,3.15
340,Padang,ID,2022-09-10 03:30:43,-0.9492,100.3543,82.45,61,100,2.59
341,Saint-Marc-Des-Carrieres,CA,2022-09-10 03:30:44,46.6834,-72.0491,66.22,100,4,0.0
342,Hay River,CA,2022-09-10 03:30:44,60.8156,-115.7999,53.58,62,75,8.05
343,Hanzhong,CN,2022-09-10 03:30:45,33.0728,107.0303,77.58,64,8,1.95
344,Carutapera,BR,2022-09-10 03:30:45,-1.195,-46.02,77.0,86,36,6.85
345,Teya,RU,2022-09-10 03:30:46,60.3778,92.6267,47.61,84,100,10.45
346,Thai Binh,VN,2022-09-10 03:30:46,20.45,106.3333,74.98,96,100,0.51
347,Petropavlovka,RU,2022-09-10 03:30:46,50.6114,105.3196,52.88,74,100,4.18
348,Ca Mau,VN,2022-09-10 03:30:19,9.1769,105.15,85.44,70,61,8.57
349,Kutum,SD,2022-09-10 03:30:47,14.2,24.6667,72.9,60,100,4.09
350,Geraldton,AU,2022-09-10 03:30:47,-28.7667,114.6,70.21,49,2,10.36
351,Auki,SB,2022-09-10 03:30:48,-8.7676,160.7034,85.37,59,55,2.75
352,Anadyr,RU,2022-09-10 03:30:48,64.75,177.4833,48.7,76,40,13.42
353,Vyazma,RU,2022-09-10 03:30:49,55.2104,34.2951,37.11,74,0,4.43
354,Homer,US,2022-09-10 03:30:49,59.6425,-151.5483,53.49,79,75,17.27
355,Tautira,PF,2022-09-10 03:30:49,-17.7333,-149.15,77.23,77,22,23.13
356,Ponta Delgada,PT,2022-09-10 03:30:50,37.7333,-25.6667,73.51,88,75,5.75
357,Axim,GH,2022-09-10 03:30:50,4.8699,-2.2405,74.71,90,99,9.15
358,Parakai,NZ,2022-09-10 03:30:51,-36.65,174.4333,60.76,71,73,7.67
359,Mildura,AU,2022-09-10 03:30:51,-34.2,142.15,61.07,54,29,15.1
360,Lakhipur,IN,2022-09-10 03:30:51,26.0299,90.3041,86.49,71,12,7.7
361,Vardo,NO,2022-09-10 03:30:52,70.3705,31.1107,48.18,87,100,14.97
362,Najran,SA,2022-09-10 03:30:52,17.4924,44.1277,72.25,22,91,2.04
363,Prince Rupert,CA,2022-09-10 03:30:11,54.3161,-130.3201,58.69,80,0,16.11
364,Maniitsoq,GL,2022-09-10 03:30:53,65.4167,-52.9,43.12,82,68,7.9
365,Portales,US,2022-09-10 03:26:04,34.1862,-103.3344,74.73,46,96,11.99
366,Lobito,AO,2022-09-10 03:31:53,-12.3481,13.5456,70.9,83,95,3.53
367,Lata,PT,2022-09-10 03:31:54,40.1629,-8.3327,64.08,84,6,2.24
368,Berlevag,NO,2022-09-10 03:31:54,70.8578,29.0864,48.2,93,100,13.8
369,Saint-Georges,GD,2022-09-10 03:28:55,12.0564,-61.7485,82.08,78,20,14.97
370,Cedar City,US,2022-09-10 03:31:55,37.6775,-113.0619,73.4,40,0,4.14
371,Westport,US,2022-09-10 03:31:46,41.1415,-73.3579,69.75,82,0,1.99
372,Huarmey,PE,2022-09-10 03:31:55,-10.0681,-78.1522,61.18,83,37,9.44
373,Dryden,CA,2022-09-10 03:30:23,49.7833,-92.7503,53.89,76,75,5.75
374,Narsaq,GL,2022-09-10 03:31:56,60.9167,-46.05,46.62,62,100,4.43
375,Payakumbuh,ID,2022-09-10 03:31:56,-0.2202,100.6308,85.3,50,100,0.43
376,Saint Anthony,US,2022-09-10 03:31:57,45.0205,-93.218,60.73,94,0,8.05
377,Tupik,RU,2022-09-10 03:31:57,54.4253,119.9327,47.71,87,100,10.98
378,Erdaojiang,CN,2022-09-10 03:31:58,41.7764,126.0319,80.15,53,100,3.74
379,Cockburn Town,TC,2022-09-10 03:31:58,21.4612,-71.1419,83.71,77,15,12.17
380,Meulaboh,ID,2022-09-10 03:31:58,4.1363,96.1285,83.97,63,47,1.74
381,Waipawa,NZ,2022-09-10 03:31:59,-41.4122,175.5153,50.0,89,81,10.85
382,Bollnas,SE,2022-09-10 03:31:59,61.3482,16.3946,40.91,94,4,1.21
383,Hovd,MN,2022-09-10 03:32:00,48.0056,91.6419,63.3,40,100,5.12
384,Vilhena,BR,2022-09-10 03:32:00,-12.7406,-60.1458,80.71,37,92,3.15
385,Oudtshoorn,ZA,2022-09-10 03:32:00,-33.5907,22.2014,48.56,89,37,0.2
386,Talnakh,RU,2022-09-10 03:32:01,69.4865,88.3972,35.91,99,100,4.25
387,Saint-Francois,FR,2022-09-10 03:32:01,46.4154,3.9054,58.44,82,100,4.61
388,Preobrazheniye,RU,2022-09-10 03:31:16,42.9019,133.9064,69.96,60,1,7.07
389,Stepnyak,KZ,2022-09-10 03:32:02,52.8339,70.7803,56.17,37,100,3.44
390,Moose Factory,CA,2022-09-10 03:32:02,51.2585,-80.6094,51.8,100,100,3.44
391,Harper,LR,2022-09-10 03:32:03,4.375,-7.7169,75.49,85,85,9.01
392,Zalantun,CN,2022-09-10 03:32:03,48.0,122.7167,89.11,27,40,12.39
393,Lasa,IT,2022-09-10 03:32:04,46.6166,10.7002,54.48,89,12,2.71
394,Zhongxing,CN,2022-09-10 03:32:05,33.7039,118.6792,79.41,46,100,5.93
395,Laiyang,CN,2022-09-10 03:32:06,36.9758,120.7136,79.21,50,34,5.3
396,Martvili,GE,2022-09-10 03:32:06,42.4144,42.3792,51.85,59,31,4.83
397,Coari,BR,2022-09-10 03:32:07,-4.085,-63.1414,73.67,90,34,1.92
398,Sudak,UA,2022-09-10 03:32:07,44.85,34.9667,65.43,69,39,5.75
399,Ville-Marie,CA,2022-09-10 03:32:08,47.3335,-79.433,58.14,84,1,5.57
400,Eureka,US,2022-09-10 03:32:08,40.8021,-124.1637,64.36,84,0,5.01
401,Kishi,NG,2022-09-10 03:32:09,9.0833,3.85,70.9,98,98,4.74
402,Mount Gambier,AU,2022-09-10 03:31:01,-37.8333,140.7667,53.91,63,56,10.49
403,Laguna,US,2022-09-10 03:32:10,38.421,-121.4238,95.14,33,0,8.05
404,Saint-Leu,RE,2022-09-10 03:32:10,-21.15,55.2833,73.96,78,70,3.22
405,Itacoatiara,BR,2022-09-10 03:32:10,-3.1431,-58.4442,75.45,76,7,0.43
406,Kerema,PG,2022-09-10 03:32:11,-7.9631,145.7785,83.12,78,32,8.77
407,Dickinson,US,2022-09-10 03:32:11,29.4608,-95.0513,82.94,81,0,4.61
408,Nabire,ID,2022-09-10 03:32:12,-3.3667,135.4833,86.86,60,71,5.37
409,Birao,CF,2022-09-10 03:32:12,10.2849,22.7882,70.79,96,100,1.77
410,Kaduqli,SD,2022-09-10 03:33:13,11.0167,29.7167,72.54,90,100,6.06
411,Piacabucu,BR,2022-09-10 03:33:13,-10.4056,-36.4344,72.18,88,65,8.9
412,Vao,NC,2022-09-10 03:33:14,-22.6667,167.4833,73.11,81,66,12.68
413,Mazatlan,MX,2022-09-10 03:31:45,23.2167,-106.4167,85.01,87,40,0.0
414,Puerto Leguizamo,CO,2022-09-10 03:33:15,-0.1934,-74.7819,67.95,99,100,2.24
415,Kitakata,JP,2022-09-10 03:33:15,37.65,139.8667,84.07,54,39,4.83
416,Garowe,SO,2022-09-10 03:33:16,8.4054,48.4845,75.65,50,94,21.18
417,Tshela,CD,2022-09-10 03:33:16,-4.9833,12.9333,71.96,93,99,2.01
418,Slave Lake,CA,2022-09-10 03:33:17,55.2834,-114.769,53.58,76,100,5.75
419,Havre-Saint-Pierre,CA,2022-09-10 03:33:17,50.2334,-63.5986,51.8,100,0,3.44
420,Albion,US,2022-09-10 03:33:18,42.2431,-84.753,69.75,84,40,3.44
421,Araouane,ML,2022-09-10 03:31:54,18.9048,-3.5265,91.63,34,62,15.75
422,Sistranda,NO,2022-09-10 03:33:18,63.7256,8.834,48.16,72,99,6.93
423,Saint-Pierre,RE,2022-09-10 03:33:19,-21.3393,55.4781,74.57,60,0,3.44
424,Dwarka,IN,2022-09-10 03:30:49,22.2394,68.9678,85.71,76,100,5.86
425,Nouadhibou,MR,2022-09-10 03:33:19,20.931,-17.0347,73.38,83,40,12.66
426,Wajima,JP,2022-09-10 03:33:20,37.4,136.9,84.88,61,75,9.22
427,Kuna,US,2022-09-10 03:33:20,43.4918,-116.4201,65.66,42,0,3.44
428,Dabola,GN,2022-09-10 03:33:21,10.75,-11.1167,68.13,99,100,2.59
429,Sao Jose Do Belmonte,BR,2022-09-10 03:33:21,-7.8614,-38.7597,66.88,89,31,11.5
430,Bubaque,GW,2022-09-10 03:33:22,11.2833,-15.8333,80.01,82,49,10.27
431,Kelso,US,2022-09-10 03:33:22,46.1468,-122.9084,78.71,48,0,8.05
432,Maunabo,PR,2022-09-10 03:33:23,18.0072,-65.8993,81.7,91,96,7.47
433,Cardross,GB,2022-09-10 03:33:23,55.9667,-4.6333,50.56,86,54,2.73
434,Ilovlya,RU,2022-09-10 03:33:24,49.3033,43.9796,44.58,74,4,9.04
435,Locri,IT,2022-09-10 03:33:24,38.2414,16.2623,73.31,86,1,11.95
436,Urucui,BR,2022-09-10 03:33:25,-7.2294,-44.5561,79.9,35,66,6.22
437,Hambantota,LK,2022-09-10 03:33:25,6.1241,81.1185,86.34,74,20,13.8
438,Kargasok,RU,2022-09-10 03:33:26,59.0556,80.8572,48.13,93,100,7.25
439,Bilibino,RU,2022-09-10 03:33:26,68.0546,166.4372,51.26,66,95,1.72
440,Kulhudhuffushi,MV,2022-09-10 03:33:27,6.6221,73.07,80.47,83,100,13.49
441,Trelew,AR,2022-09-10 03:33:27,-43.249,-65.3051,50.54,50,0,9.46
442,Hervey Bay,AU,2022-09-10 03:33:28,-25.2986,152.8535,73.0,50,4,8.57
443,Lashio,MM,2022-09-10 03:33:28,22.9333,97.75,75.6,81,100,1.77
444,Rosarito,MX,2022-09-10 03:33:29,32.3333,-117.0333,78.4,71,96,19.28
445,Kampot,KH,2022-09-10 03:33:29,10.6167,104.1833,86.05,66,100,5.95
446,Yarim,YE,2022-09-10 03:33:30,14.298,44.3779,60.48,41,98,3.74
447,Isangel,VU,2022-09-10 03:33:30,-19.55,169.2667,86.11,62,75,4.61
448,Khatanga,RU,2022-09-10 03:32:53,71.9667,102.5,36.39,81,100,10.33
449,Korla,CN,2022-09-10 03:33:31,41.7597,86.1469,88.7,15,3,5.79
450,Valparai,IN,2022-09-10 03:33:31,10.3667,76.9667,65.66,86,100,5.12
451,Champasak,LA,2022-09-10 03:33:31,14.75,106.0,85.08,65,87,2.3
452,Ribeira Brava,PT,2022-09-10 03:32:05,32.65,-17.0667,75.7,80,19,1.23
453,Marsh Harbour,BS,2022-09-10 03:31:44,26.5412,-77.0636,85.26,71,29,6.53
454,Tazovskiy,RU,2022-09-10 03:33:32,67.4667,78.7,38.28,96,100,10.63
455,Potosi,BO,2022-09-10 03:33:32,-19.5836,-65.7531,41.67,89,6,6.69
456,Beira,MZ,2022-09-10 03:33:33,-19.8436,34.8389,65.91,93,11,4.94
457,Nikolsk,RU,2022-09-10 03:33:33,53.7189,46.0712,39.65,75,7,7.0
458,Nong Han,TH,2022-09-10 03:34:34,17.3608,103.1053,85.14,73,100,7.34
459,Ormara,PK,2022-09-10 03:34:34,25.2088,64.6357,86.34,66,62,6.29
460,Goundam,ML,2022-09-10 03:34:35,16.4145,-3.6708,86.79,50,89,6.58
461,Shieli,KZ,2022-09-10 03:34:35,44.1667,66.75,75.61,17,32,5.64
462,Fort Nelson,CA,2022-09-10 03:34:35,58.8053,-122.7002,51.39,82,20,3.44
463,Reconquista,AR,2022-09-10 03:34:36,-29.15,-59.65,47.8,51,0,6.69
464,Poronaysk,RU,2022-09-10 03:34:36,49.2167,143.1167,71.35,44,0,6.53
465,Huilong,CN,2022-09-10 03:34:37,31.8111,121.655,78.66,62,96,7.07
466,Nemuro,JP,2022-09-10 03:34:37,43.3236,145.575,64.45,67,0,11.03
467,Gamba,GA,2022-09-10 03:31:41,-2.65,10.0,73.44,90,98,5.7
468,Okha,RU,2022-09-10 03:34:37,53.5739,142.9478,62.44,61,36,12.3
469,Ixtapa,MX,2022-09-10 03:34:38,20.7,-105.2,81.63,78,75,2.3
470,Nuqui,CO,2022-09-10 03:34:38,5.7125,-77.2708,77.4,88,71,1.68
471,Kemin,KG,2022-09-10 03:34:39,42.7846,75.6892,78.91,27,0,0.6
472,Le Port,RE,2022-09-10 03:33:56,-20.9373,55.2919,74.89,71,32,6.24
473,Kruisfontein,ZA,2022-09-10 03:34:39,-34.0033,24.7314,57.88,95,10,3.18
474,Bolshaya Sosnova,RU,2022-09-10 03:34:39,57.6713,54.6029,41.27,80,70,5.7
475,Sambava,MG,2022-09-10 03:34:40,-14.2667,50.1667,67.89,77,15,7.56
476,Hanyang,CN,2022-09-10 03:34:40,32.1371,105.5126,69.6,80,100,3.31
477,Kungurtug,RU,2022-09-10 03:34:41,50.5994,97.5228,51.62,75,99,0.63
478,Hulan,CN,2022-09-10 03:34:41,45.9833,126.6,78.91,39,14,5.73
479,Taoudenni,ML,2022-09-10 03:34:41,22.6783,-3.9836,93.81,13,62,6.31
480,Sapa,PH,2022-09-10 03:34:42,5.1544,120.3241,84.56,66,71,5.64
481,Zhigansk,RU,2022-09-10 03:34:42,66.7697,123.3711,41.7,77,100,21.47
482,Mocuba,MZ,2022-09-10 03:34:43,-16.8392,36.9856,66.06,88,0,2.21
483,Mehtar Lam,AF,2022-09-10 03:34:43,34.6714,70.2094,84.74,58,0,2.44
484,Baie-Comeau,CA,2022-09-10 03:34:43,49.2168,-68.1489,51.48,100,100,0.0
485,Shubarkuduk,KZ,2022-09-10 03:34:44,49.1447,56.4872,51.51,75,76,14.36
486,Sukhobezvodnoye,RU,2022-09-10 03:34:44,57.0491,44.8891,43.99,83,100,6.33
487,Paraiso,CR,2022-09-10 03:34:45,9.8383,-83.8656,63.46,96,97,1.41
488,Ukiah,US,2022-09-10 03:34:45,39.1502,-123.2078,89.49,23,0,3.44
489,Sobolevo,RU,2022-09-10 03:34:46,54.4299,31.8996,36.66,76,12,7.14
490,Miri,MY,2022-09-10 03:34:46,4.4148,114.0089,82.54,74,40,9.22
491,Magadan,RU,2022-09-10 03:30:59,59.5667,150.8,52.0,86,100,2.26
492,Muroto,JP,2022-09-10 03:34:46,33.2833,134.15,80.85,80,83,14.2
493,Yerofey Pavlovich,RU,2022-09-10 03:34:47,53.9667,121.9667,57.94,80,100,4.41
494,San Quintin,MX,2022-09-10 03:34:47,30.4833,-115.95,74.46,82,100,20.71
495,Acari,PE,2022-09-10 03:34:48,-15.4311,-74.6158,63.55,68,25,4.59
496,Phan Thiet,VN,2022-09-10 03:30:54,10.9333,108.1,88.05,60,100,9.69
497,Sturgis,US,2022-09-10 03:30:26,41.7992,-85.4192,68.25,89,0,4.61
498,Praya,CV,2022-09-10 03:34:48,14.9215,-23.5087,79.34,94,20,0.0
499,Platanos,GR,2022-09-10 03:34:49,37.6667,21.6167,72.57,73,0,2.95
500,Biak,ID,2022-09-10 03:34:49,-0.9131,122.8766,80.67,74,79,8.48
501,Bairiki,KI,2022-09-10 03:34:50,1.3292,172.9752,86.0,66,20,12.66
502,Dauriya,RU,2022-09-10 03:34:50,49.9333,116.8667,87.57,14,89,16.98
503,Roald,NO,2022-09-10 03:34:35,62.5833,6.1333,52.75,100,20,6.91
504,Dinghai,CN,2022-09-10 03:34:51,26.2847,119.7936,83.32,71,40,12.77
505,Prado,BR,2022-09-10 03:34:51,-17.3411,-39.2208,68.47,77,0,7.29
506,Banyo,CM,2022-09-10 03:35:51,6.75,11.8167,62.94,93,99,2.84
507,Idrinskoye,RU,2022-09-10 03:35:52,54.3708,92.1358,57.52,53,76,4.85
508,Krasnyy Chikoy,RU,2022-09-10 03:35:52,50.3643,108.7512,64.72,50,93,7.7
509,Dandong,CN,2022-09-10 03:34:56,40.1292,124.3947,77.99,61,100,1.77
510,Quatre Cocos,MU,2022-09-10 03:35:53,-20.2078,57.7625,70.09,74,93,16.2
511,Lukow,PL,2022-09-10 03:35:53,51.929,22.3796,52.93,98,100,7.07
512,Coihaique,CL,2022-09-10 03:35:54,-45.5752,-72.0662,46.35,71,75,6.91
513,Leningradskiy,RU,2022-09-10 03:35:54,69.3833,178.4167,45.72,60,12,10.85
514,Port Macquarie,AU,2022-09-10 03:31:45,-31.4333,152.9167,72.9,45,54,4.56
515,Santa Marta,CO,2022-09-10 03:35:55,11.2408,-74.199,83.89,75,75,1.99
516,El Carmen,CO,2022-09-10 03:35:55,8.5106,-73.4478,68.61,96,78,3.89
517,Berdigestyakh,RU,2022-09-10 03:35:55,62.0989,126.6992,41.79,68,93,11.36
518,Zapolyarnyy,RU,2022-09-10 03:35:56,69.4154,30.8136,45.68,90,100,11.74
519,Katsuura,JP,2022-09-10 03:35:56,35.1333,140.3,79.43,71,65,21.14
520,Presidencia Roque Saenz Pena,AR,2022-09-10 03:35:42,-26.7852,-60.4388,50.7,47,56,6.76
521,Sakakah,SA,2022-09-10 03:32:54,29.9697,40.2064,81.97,14,0,7.56
522,Mahon,ES,2022-09-10 03:31:40,39.8885,4.2658,73.96,78,0,6.91
523,Burnie,AU,2022-09-10 03:35:57,-41.0667,145.9167,52.79,88,100,17.27
524,Tzaneen,ZA,2022-09-10 03:35:57,-23.8332,30.1635,63.48,46,0,4.7
525,Zlotow,PL,2022-09-10 03:35:58,53.3635,17.0408,56.77,96,100,7.49
526,Usman,RU,2022-09-10 03:35:58,52.0466,39.7288,32.04,63,1,3.47
527,Pusad,IN,2022-09-10 03:35:59,19.9,77.5833,80.8,81,100,10.02
528,Lucapa,AO,2022-09-10 03:35:59,-8.4192,20.7447,67.93,73,96,2.33
529,Sioux Lookout,CA,2022-09-10 03:31:44,50.1001,-91.917,51.87,82,75,3.44
530,Tokur,RU,2022-09-10 03:36:00,53.1333,132.9,67.14,54,72,10.8
531,Cidreira,BR,2022-09-10 03:32:51,-30.1811,-50.2056,54.12,85,100,17.83
532,Cabatuan,PH,2022-09-10 03:36:00,10.8794,122.486,83.97,77,100,8.72
533,Belaya Gora,RU,2022-09-10 03:36:01,68.5333,146.4167,45.91,73,100,3.8
534,Oistins,BB,2022-09-10 03:36:01,13.0667,-59.5333,82.49,78,75,11.5
535,Gimli,CA,2022-09-10 03:36:01,50.6336,-96.9907,55.42,71,35,4.61
536,Zarechnyy,RU,2022-09-10 03:36:02,53.2036,45.1923,40.5,71,6,5.61
537,Krasnogorskoye,RU,2022-09-10 03:36:02,52.2953,86.1979,61.03,43,18,5.41
538,Coquimbo,CL,2022-09-10 03:34:35,-29.9533,-71.3436,51.53,87,0,3.44
539,Beringovskiy,RU,2022-09-10 03:36:03,63.05,179.3167,48.27,77,100,1.59
540,Anuradhapura,LK,2022-09-10 03:36:03,8.3565,80.4173,85.39,61,95,18.52
541,Chicama,PE,2022-09-10 03:36:04,-7.8447,-79.1469,59.54,86,59,6.42
542,Kisangani,CD,2022-09-10 03:36:05,0.5167,25.2,68.32,99,93,2.15
543,Loa Janan,ID,2022-09-10 03:36:05,-0.583,117.095,73.6,96,100,4.56
544,Gizo,SB,2022-09-10 03:36:05,-8.103,156.8419,84.24,67,58,3.71
545,Berea,US,2022-09-10 03:36:06,41.3662,-81.8543,70.68,87,0,4.61
546,Tumpat,MY,2022-09-10 03:36:06,6.1978,102.171,80.58,78,20,6.91
547,Buraydah,SA,2022-09-10 03:36:07,26.326,43.975,79.25,20,0,6.11
548,Ichinohe,JP,2022-09-10 03:36:07,40.2069,141.3017,77.27,59,10,8.16
549,Dakar,SN,2022-09-10 03:36:08,14.6937,-17.4441,81.82,78,51,7.49
550,Basco,PH,2022-09-10 03:36:08,20.4487,121.9702,82.51,78,71,18.97
551,Makokou,GA,2022-09-10 03:36:08,0.5738,12.8642,68.18,99,100,3.47
552,Buala,SB,2022-09-10 03:36:09,-8.145,159.5921,83.14,70,67,8.79
553,Dongling,CN,2022-09-10 03:37:09,41.8144,123.5758,82.49,50,96,5.91
554,Aykhal,RU,2022-09-10 03:37:10,66.0,111.5,34.75,75,100,20.0
555,Coachella,US,2022-09-10 03:37:10,33.6803,-116.1739,83.53,89,97,3.27
556,Matara,LK,2022-09-10 03:37:11,5.9485,80.5353,82.53,73,72,13.22
557,Teguise,ES,2022-09-10 03:37:11,29.0605,-13.564,70.02,78,100,14.97
558,Hope,US,2022-09-10 03:37:05,33.6671,-93.5916,73.45,67,8,5.01
559,San Antonio,US,2022-09-10 03:33:08,29.4241,-98.4936,82.51,76,20,9.22
560,San Vicente De Canete,PE,2022-09-10 03:37:12,-13.0751,-76.3835,60.64,80,7,2.98
561,Paamiut,GL,2022-09-10 03:37:12,61.994,-49.6678,44.49,75,95,1.68
562,Koumac,NC,2022-09-10 03:37:13,-20.5667,164.2833,79.59,66,3,3.94
563,Iqaluit,CA,2022-09-10 03:35:04,63.7506,-68.5145,38.93,100,100,23.02
564,Oliveira Dos Brejinhos,BR,2022-09-10 03:37:13,-12.3169,-42.8961,69.31,59,3,6.29
565,San Cristobal,VE,2022-09-10 03:37:14,7.7669,-72.225,77.18,93,34,2.35
566,Timizart,DZ,2022-09-10 03:37:14,36.8,4.2667,71.67,52,4,1.36
567,Kahului,US,2022-09-10 03:36:23,20.8947,-156.47,84.22,76,100,19.57
568,Vila Velha,BR,2022-09-10 03:37:15,-20.3297,-40.2925,73.35,76,0,12.66
569,Kizukuri,JP,2022-09-10 03:37:16,40.8061,140.3861,79.21,69,0,10.47
570,Polyarnyy,RU,2022-09-10 03:37:16,69.1989,33.4478,46.94,87,93,10.27
571,Necochea,AR,2022-09-10 03:37:16,-38.5473,-58.7368,40.96,78,6,11.27
572,Jiwani,PK,2022-09-10 03:37:17,25.05,61.7417,83.03,76,18,6.78
573,Benghazi,LY,2022-09-10 03:37:17,32.1167,20.0667,76.19,53,0,6.73
574,Vidalia,US,2022-09-10 03:37:18,32.2177,-82.4135,71.38,94,100,8.05
575,High Level,CA,2022-09-10 03:37:18,58.5169,-117.136,55.51,67,75,2.3
576,Pinawa,CA,2022-09-10 03:37:19,50.1489,-95.8811,50.76,56,46,3.74
577,Andenes,NO,2022-09-10 03:37:19,69.3143,16.1194,48.18,87,75,12.66
578,Tual,ID,2022-09-10 03:37:20,-5.6667,132.75,80.96,81,80,17.43
579,Phayao,TH,2022-09-10 03:37:20,19.25,100.25,75.54,95,100,0.54
